,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
21495,Koura Fine Jewelry,PBT Ann.,,,,0.2,0.5,0.2,,,,,,,,
21496,Koura Fine Jewelry,Tax Ann.,,,,0.1,0.1,0.1,,,,,,,,
21497,Koura Fine Jewelry,PAT Before ExtraOrdinary Items Ann.,,,,0.2,0.4,0.1,,,,,,,,
21498,Koura Fine Jewelry,Minority Interest Income Ann.,,,,-,-,-,,,,,,,,
21499,Koura Fine Jewelry,Net Profit Ann.,,,,0.2,0.4,0.1,,,,,,,,
21500,Koura Fine Jewelry,NPM Ann. %,,,,0.41%,1.01%,2.41%,,,,,,,,
21501,Koura Fine Jewelry,EPS Adj. latest Ann.,,,,0.5,1,0.4,,,,,,,,
21502,Koura Fine Jewelry,Annual Reports,,,, , , ,,,,,,,,
21503,J G Chemicals,Total Rev. Ann.,2.5%,,286.6,286.6,252,343.1,265.8,,,,,,,
21504,J G Chemicals,Operating Rev. Ann.,1.9%,,271.8,271.8,244.7,335.3,256.6,,,,,,,
21505,J G Chemicals,Other Income Ann.,17.2%,,14.8,14.8,7.3,7.8,9.2,,,,,,,
21506,J G Chemicals,Operating Exp. Ann.,2.1%,,258,258,234.2,307.3,242.2,,,,,,,
21507,J G Chemicals,Operating Exp. Ann.,2.1%,,258,258,234.2,307.3,242.2,,,,,,,
21508,J G Chemicals,Operating Profit Ann.,-1.4%,,13.8,13.8,10.4,28,14.4,,,,,,,
21509,J G Chemicals,OPM Ann. %,-3.8%,, ,4.82%,4.13%,8.16%,5.42%,,,,,,,
21510,J G Chemicals,Total Exp. Ann.,1.9%,, ,259.6,235.8,308.8,245,,,,,,,
21511,J G Chemicals,Other Exp. Ann.,9.6%,,28.7,28.7,24.8,28.3,21.8,,,,,,,
21512,J G Chemicals,Employee Exp. Ann.,5.7%,,8.5,8.5,7.5,6.7,7.2,,,,,,,
21513,J G Chemicals,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
21514,J G Chemicals,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
21515,J G Chemicals,EBITDA Ann.,6.6%,, ,28.6,17.7,35.8,23.6,,,,,,,
21516,J G Chemicals,EBITDA Ann. margin %,4%,, ,9.99%,7.04%,10.43%,8.87%,,,,,,,
21517,J G Chemicals,Interest Ann.,-47.7%,,0.3,0.3,0.6,0.8,2.1,,,,,,,
21518,J G Chemicals,Depr.,26%,,1.4,1.4,0.9,0.7,0.7,,,,,,,
21519,J G Chemicals,PBT Ann.,9.1%,,27,27,14.4,34.3,20.8,,,,,,,
21520,J G Chemicals,Tax Ann.,11.9%,,7,7,3.6,9,5,,,,,,,
21521,J G Chemicals,PAT Before ExtraOrdinary Items Ann.,8.2%,, ,20,10.8,25.2,15.8,,,,,,,
21522,J G Chemicals,Minority Interest Income Ann.,-,, ,-,-,-,-,,,,,,,
21523,J G Chemicals,Net Profit Ann.,8.2%,,20,20,10.8,25.2,15.8,,,,,,,
21524,J G Chemicals,NPM Ann. %,6.2%,, ,7.36%,4.40%,7.52%,6.15%,,,,,,,
21525,J G Chemicals,EPS Adj. latest Ann.,8.4%,, ,5.1,2.8,6.4,4,,,,,,,
21526,J G Chemicals,Result Notes, ,, ,Notes,Notes, , ,,,,,,,
21527,J G Chemicals,Annual Reports, ,, , ,, , ,,,,,,,
21528,Sona Machinery,Total Rev. Ann.,29.2%,,,96,95.7,81.2,44.5,6.1,,,,,,
21529,Sona Machinery,Operating Rev. Ann.,28.7%,,,94.9,95.3,81,44.5,6,,,,,,
21530,Sona Machinery,Other Income Ann.,-,,,1.1,0.4,0.2,0,0,,,,,,
21531,Sona Machinery,Operating Exp. Ann.,-,,,-,80.3,69.2,39.2,5.6,,,,,,
21532,Sona Machinery,Operating Exp. Ann.,-,,,-,80.3,69.2,39.2,5.6,,,,,,
21533,Sona Machinery,Operating Profit Ann.,-,,,-,15,11.8,5.3,0.4,,,,,,
21534,Sona Machinery,OPM Ann. %,-,,,-,15.67%,14.51%,11.96%,6.66%,,,,,,
21535,Sona Machinery,Total Exp. Ann.,31.4%,,,90.7,81.7,70.6,40,5.8,,,,,,
21536,Sona Machinery,Other Exp. Ann.,54.9%,,,18.2,13.3,9.1,4.9,0.6,,,,,,
21537,Sona Machinery,Employee Exp. Ann.,45.9%,,,14.6,13.3,9.4,4.7,0.9,,,,,,
21538,Sona Machinery,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21539,Sona Machinery,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21540,Sona Machinery,EBITDA Ann.,-,,,-,15.4,12,5.3,0.4,,,,,,
21541,Sona Machinery,EBITDA Ann. margin %,-,,,-,16.07%,14.77%,11.99%,7.02%,,,,,,
21542,Sona Machinery,Interest Ann.,0%,,,0.1,0.1,0.5,0.1,,,,,,,
21543,Sona Machinery,Depr.,37%,,,1.8,1.2,0.9,0.7,0.1,,,,,,
21544,Sona Machinery,PBT Ann.,4.8%,,,5.3,14,10.6,4.6,0.3,,,,,,
21545,Sona Machinery,Tax Ann.,2.5%,,,1.4,3.6,2.9,1.3,0,,,,,,
21546,Sona Machinery,PAT Before ExtraOrdinary Items Ann.,5.7%,,,3.9,10.4,7.7,3.3,0.3,,,,,,
21547,Sona Machinery,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21548,Sona Machinery,Net Profit Ann.,5.7%,,,3.9,10.5,7.7,3.3,0.3,,,,,,
21549,Sona Machinery,NPM Ann. %,-17.9%,,,4.05%,10.98%,9.48%,7.33%,4.60%,,,,,,
21550,Sona Machinery,EPS Adj. latest Ann.,5.3%,,,2.8,7.6,5.6,2.4,0.2,,,,,,
21551,Sona Machinery,Annual Reports, ,,, , , , , ,,,,,,
21552,R K Swamy,Total Rev. Ann.,4.7%,,134.1,134.1,164.9,148.6,116.7,,,,,,,
21553,R K Swamy,Operating Rev. Ann.,2.5%,,119.5,119.6,162.1,144.1,110.9,,,,,,,
21554,R K Swamy,Other Income Ann.,35.7%,,14.5,14.5,2.8,4.5,5.8,,,,,,,
21555,R K Swamy,Operating Exp. Ann.,6.1%,,109.5,109.5,116.5,109,91.7,,,,,,,
21556,R K Swamy,Operating Exp. Ann.,6.1%,,109.5,109.5,116.5,109,91.7,,,,,,,
21557,R K Swamy,Operating Profit Ann.,-19.3%,,10.1,10.1,45.7,35.1,19.2,,,,,,,
21558,R K Swamy,OPM Ann. %,-23%,, ,7.52%,27.69%,23.61%,16.47%,,,,,,,
21559,R K Swamy,Total Exp. Ann.,4.9%,, ,117.3,129.4,119.8,101.7,,,,,,,
21560,R K Swamy,Other Exp. Ann.,49.6%,,34.1,66,23,20.9,19.7,,,,,,,
21561,R K Swamy,Employee Exp. Ann.,17.4%,,43.4,43.5,37,32.4,26.9,,,,,,,
21562,R K Swamy,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
21563,R K Swamy,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
21564,R K Swamy,EBITDA Ann.,-0.5%,, ,24.6,48.4,39.6,25,,,,,,,
21565,R K Swamy,EBITDA Ann. margin %,-5.1%,, ,18.34%,29.37%,26.65%,21.44%,,,,,,,
21566,R K Swamy,Interest Ann.,-11%,,3.1,3.1,7.5,5.4,4.4,,,,,,,
21567,R K Swamy,Depr.,-5.7%,,4.7,4.7,5.5,5.4,5.6,,,,,,,
21568,R K Swamy,PBT Ann.,3.8%,,16.8,16.8,35.5,28.8,15,,,,,,,
21569,R K Swamy,Tax Ann.,8.6%,,3.2,3.2,9,7.2,2.5,,,,,,,
21570,R K Swamy,PAT Before ExtraOrdinary Items Ann.,2.6%,, ,13.5,26.5,21.5,12.5,,,,,,,
21571,R K Swamy,Minority Interest Income Ann.,-,, ,-,-,-,-,,,,,,,
21572,R K Swamy,Net Profit Ann.,2.6%,,13.5,13.5,26.5,21.5,12.5,,,,,,,
21573,R K Swamy,NPM Ann. %,0%,, ,11.31%,16.34%,14.95%,11.30%,,,,,,,
21574,R K Swamy,EPS Adj. latest Ann.,2.6%,, ,2.7,5.3,4.3,2.5,,,,,,,
21575,R K Swamy,Result Notes,-,, , ,Notes, , ,,,,,,,
21576,R K Swamy,Annual Reports, ,, , ,, , ,,,,,,,
21577,Bharat Highways InvIT,Total Rev. Ann.,-3.2%,,"1,450.9","1,450.9",29.6,,"1,600.2",217,,,,,,
21578,Bharat Highways InvIT,Operating Rev. Ann.,-3.2%,,"1,450.9","1,450.9",29.6,,"1,600.2",217,,,,,,
21579,Bharat Highways InvIT,Other Income Ann.,-,, ,,,,,0,,,,,,
21580,Bharat Highways InvIT,Operating Exp. Ann.,-12.5%,,32.5,784.2,3.8,,"1,171.8",167.1,,,,,,
21581,Bharat Highways InvIT,Operating Exp. Ann.,-12.5%,,32.5,784.2,3.8,,"1,171.8",167.1,,,,,,
21582,Bharat Highways InvIT,Operating Profit Ann.,15.9%,,666.6,666.6,25.8,,428.4,49.9,,,,,,
21583,Bharat Highways InvIT,OPM Ann. %,19.7%,, ,45.95%,87.11%,-,26.77%,22.99%,,,,,,
21584,Bharat Highways InvIT,Total Exp. Ann.,-16%,, ,899.3,6,,"1,515.9",193.6,,,,,,
21585,Bharat Highways InvIT,Other Exp. Ann.,-0.7%,,32.5,32.5,3.8,,33.2,3.4,,,,,,
21586,Bharat Highways InvIT,Employee Exp. Ann.,-,, ,,,,0.4,0.1,,,,,,
21587,Bharat Highways InvIT,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
21588,Bharat Highways InvIT,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
21589,Bharat Highways InvIT,EBITDA Ann.,15.9%,, ,666.6,25.8,,428.4,49.9,,,,,,
21590,Bharat Highways InvIT,EBITDA Ann. margin %,19.7%,, ,45.95%,87.11%,-,26.77%,23.00%,,,,,,
21591,Bharat Highways InvIT,Interest Ann.,-30.6%,,115.1,115.1,2.2,,344.1,26.5,,,,,,
21592,Bharat Highways InvIT,Depr.,-,, ,,,,,,,,,,,
21593,Bharat Highways InvIT,PBT Ann.,87%,,551.6,551.6,23.7,,84.3,23.4,,,,,,
21594,Bharat Highways InvIT,Tax Ann.,-32.9%,,6.5,6.5,0.1,,21.5,8.5,,,,,,
21595,Bharat Highways InvIT,PAT Before ExtraOrdinary Items Ann.,105.4%,, ,545.1,23.6,,62.9,14.9,,,,,,
21596,Bharat Highways InvIT,Minority Interest Income Ann.,-,, ,-,-,-,-,-,,,,,,
21597,Bharat Highways InvIT,Net Profit Ann.,105.4%,,545.1,545.1,23.6,,62.9,14.9,,,,,,
21598,Bharat Highways InvIT,NPM Ann. %,112.4%,, ,37.57%,79.66%,,3.92%,6.88%,,,,,,
21599,Bharat Highways InvIT,EPS Adj. latest Ann.,106.3%,, ,12.3,0.5,,1.4,0.3,,,,,,
21600,Bharat Highways InvIT,Annual Reports, ,, , , , , , ,,,,,,
21601,V R Infraspace,Total Rev. Ann.,-17.6%,,,7.9,11.6,18.5,14.1,13.5,,,,,,
21602,V R Infraspace,Operating Rev. Ann.,-21.6%,,,6.6,11.3,17.9,13.7,13.4,,,,,,
21603,V R Infraspace,Other Income Ann.,63%,,,1.3,0.3,0.6,0.3,0.1,,,,,,
21604,V R Infraspace,Operating Exp. Ann.,-,,,-,8.6,15,11.6,10.3,,,,,,
21605,V R Infraspace,Operating Exp. Ann.,-,,,-,8.6,15,11.6,10.3,,,,,,
21606,V R Infraspace,Operating Profit Ann.,-,,,-,2.7,2.9,2.1,3.1,,,,,,
21607,V R Infraspace,OPM Ann. %,-,,,-,22.88%,15.69%,15.00%,22.88%,,,,,,
21608,V R Infraspace,Total Exp. Ann.,-20.4%,,,6.6,8.9,15.8,13.1,12.7,,,,,,
21609,V R Infraspace,Other Exp. Ann.,2.2%,,,1.6,1.1,1.6,1.5,3.6,,,,,,
21610,V R Infraspace,Employee Exp. Ann.,-50.3%,,,0.6,0.6,1.6,4.9,4.8,,,,,,
21611,V R Infraspace,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21612,V R Infraspace,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21613,V R Infraspace,EBITDA Ann.,-,,,-,3,3.5,2.4,3.2,,,,,,
21614,V R Infraspace,EBITDA Ann. margin %,-,,,-,25.73%,18.77%,17.16%,23.68%,,,,,,
21615,V R Infraspace,Interest Ann.,-58.5%,,,0.1,0.3,0.7,1.4,2.4,,,,,,
21616,V R Infraspace,Depr.,-,,,0,0,0,0,0,,,,,,
21617,V R Infraspace,PBT Ann.,13%,,,1.3,2.7,2.7,0.9,0.8,,,,,,
21618,V R Infraspace,Tax Ann.,26%,,,0.4,0.8,0.1,0.2,0.1,,,,,,
21619,V R Infraspace,PAT Before ExtraOrdinary Items Ann.,4%,,,0.9,1.9,2.6,0.8,0.7,,,,,,
21620,V R Infraspace,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21621,V R Infraspace,Net Profit Ann.,4%,,,0.9,2.1,2.6,0.8,0.7,,,,,,
21622,V R Infraspace,NPM Ann. %,36.1%,,,13.78%,18.89%,14.62%,5.47%,5.29%,,,,,,
21623,V R Infraspace,EPS Adj. latest Ann.,3.6%,,,1,2.4,3,0.9,0.8,,,,,,
21624,V R Infraspace,Annual Reports, ,,, , , , , ,,,,,,
21625,Mukka Proteins,Total Rev. Ann.,8.8%,,903.2,903.2,"1,288.6","1,075.3",700.6,,,,,,,
21626,Mukka Proteins,Operating Rev. Ann.,8.6%,,886.7,886.7,"1,268.5","1,066.4",692.9,,,,,,,
21627,Mukka Proteins,Other Income Ann.,28.9%,,16.5,16.5,20.1,8.9,7.7,,,,,,,
21628,Mukka Proteins,Operating Exp. Ann.,7.1%,,811.7,810.6,"1,187.2","1,000.7",660.4,,,,,,,
21629,Mukka Proteins,Operating Exp. Ann.,7.1%,,811.7,810.6,"1,187.2","1,000.7",660.4,,,,,,,
21630,Mukka Proteins,Operating Profit Ann.,32.8%,,75.1,76.1,81.4,65.7,32.5,,,,,,,
21631,Mukka Proteins,OPM Ann. %,22%,, ,8.43%,6.32%,6.11%,4.64%,,,,,,,
21632,Mukka Proteins,Total Exp. Ann.,8.2%,, ,850.8,"1,217","1,020.2",672.4,,,,,,,
21633,Mukka Proteins,Other Exp. Ann.,15.8%,,97.4,96.4,102,107.7,62,,,,,,,
21634,Mukka Proteins,Employee Exp. Ann.,18.1%,,21.6,21.6,21,17.1,13.1,,,,,,,
21635,Mukka Proteins,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
21636,Mukka Proteins,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
21637,Mukka Proteins,EBITDA Ann.,32%,, ,92.6,101.5,74.5,40.3,,,,,,,
21638,Mukka Proteins,EBITDA Ann. margin %,21.3%,, ,10.25%,7.87%,6.93%,5.75%,,,,,,,
21639,Mukka Proteins,Interest Ann.,59.8%,,34.3,34.3,24.2,15.2,8.4,,,,,,,
21640,Mukka Proteins,Depr.,16.8%,,5.9,5.9,5.6,4.3,3.7,,,,,,,
21641,Mukka Proteins,PBT Ann.,23.1%,,52.6,52.6,71.7,55.1,28.2,,,,,,,
21642,Mukka Proteins,Tax Ann.,9.1%,,10.9,10.9,8.9,15.7,8.4,,,,,,,
21643,Mukka Proteins,PAT Before ExtraOrdinary Items Ann.,28.2%,, ,41.7,62.8,39.4,19.8,,,,,,,
21644,Mukka Proteins,Minority Interest Income Ann.,-,, ,-,-,-,-,,,,,,,
21645,Mukka Proteins,Net Profit Ann.,28.2%,,41.7,41.7,62.8,39.4,19.8,,,,,,,
21646,Mukka Proteins,NPM Ann. %,18%,, ,4.70%,4.94%,3.69%,2.86%,,,,,,,
21647,Mukka Proteins,EPS Adj. latest Ann.,26%,, ,1.4,2.1,1.3,0.7,,,,,,,
21648,Mukka Proteins,Result Notes,-,, , ,Notes, , ,,,,,,,
21649,Mukka Proteins,Annual Reports, ,, , ,, , ,,,,,,,
21650,MVK Agro Food,Total Rev. Ann.,1.2%,,,137.4,125.1,93.9,132.6,25.8,,,,,,
21651,MVK Agro Food,Operating Rev. Ann.,0.6%,,,133,124.6,93.3,130.7,22.8,,,,,,
21652,MVK Agro Food,Other Income Ann.,30.1%,,,4.4,0.5,0.7,2,3,,,,,,
21653,MVK Agro Food,Operating Exp. Ann.,-,,,-,102.4,77.3,120.6,20.5,,,,,,
21654,MVK Agro Food,Operating Exp. Ann.,-,,,-,102.4,77.3,120.6,20.5,,,,,,
21655,MVK Agro Food,Operating Profit Ann.,-,,,-,22.2,16,10.1,2.3,,,,,,
21656,MVK Agro Food,OPM Ann. %,-,,,-,17.70%,16.98%,7.58%,9.06%,,,,,,
21657,MVK Agro Food,Total Exp. Ann.,-0.1%,,,128,116.4,89,128.5,24,,,,,,
21658,MVK Agro Food,Other Exp. Ann.,54.9%,,,7.8,5,3.6,2.1,1.5,,,,,,
21659,MVK Agro Food,Employee Exp. Ann.,7.9%,,,6.4,6.4,6.5,5.1,2.4,,,,,,
21660,MVK Agro Food,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21661,MVK Agro Food,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21662,MVK Agro Food,EBITDA Ann.,-,,,-,22.7,16.6,12,5.3,,,,,,
21663,MVK Agro Food,EBITDA Ann. margin %,-,,,-,18.13%,17.68%,9.06%,20.66%,,,,,,
21664,MVK Agro Food,Interest Ann.,15.9%,,,9.5,11.3,9.4,6.1,3,,,,,,
21665,MVK Agro Food,Depr.,17.2%,,,2.9,2.7,2.3,1.8,0.5,,,,,,
21666,MVK Agro Food,PBT Ann.,30.8%,,,9.4,8.7,4.9,4.2,1.9,,,,,,
21667,MVK Agro Food,Tax Ann.,17%,,,1.6,1.5,1.1,1,0.5,,,,,,
21668,MVK Agro Food,PAT Before ExtraOrdinary Items Ann.,34%,,,7.7,7.2,3.8,3.2,1.4,,,,,,
21669,MVK Agro Food,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21670,MVK Agro Food,Net Profit Ann.,34%,,,7.7,7.2,3.8,3.2,1.4,,,,,,
21671,MVK Agro Food,NPM Ann. %,33.5%,,,5.80%,5.74%,4.04%,2.44%,6.14%,,,,,,
21672,MVK Agro Food,EPS Adj. latest Ann.,33.5%,,,5,4.6,2.4,2.1,0.9,,,,,,
21673,MVK Agro Food,Annual Reports, ,,, , , , , ,,,,,,
21674,Platinum Industries,Total Rev. Ann.,22.5%,,341.2,341.2,253.3,234.8,185.4,71.1,,,,,,
21675,Platinum Industries,Operating Rev. Ann.,20.8%,,324.9,324.9,251.8,234.2,184.4,70.9,,,,,,
21676,Platinum Industries,Other Income Ann.,145.6%,,16.3,16.3,1.5,0.6,1.1,0.2,,,,,,
21677,Platinum Industries,Operating Exp. Ann.,18.6%,,270.1,270.1,191.5,182.6,162.1,65.5,,,,,,
21678,Platinum Industries,Operating Exp. Ann.,18.6%,,270.1,270.1,191.5,182.6,162.1,65.5,,,,,,
21679,Platinum Industries,Operating Profit Ann.,34.9%,,54.8,54.8,60.3,51.7,22.3,5.4,,,,,,
21680,Platinum Industries,OPM Ann. %,10.1%,, ,16.05%,23.80%,22.00%,12.02%,7.62%,,,,,,
21681,Platinum Industries,Total Exp. Ann.,18.7%,, ,274.8,194.9,185.7,164.5,65.8,,,,,,
21682,Platinum Industries,Other Exp. Ann.,19.8%,,35.6,35.6,27.3,28.8,20.7,5.9,,,,,,
21683,Platinum Industries,Employee Exp. Ann.,64.3%,,16.4,16.4,10,7.3,3.7,2.5,,,,,,
21684,Platinum Industries,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
21685,Platinum Industries,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
21686,Platinum Industries,EBITDA Ann.,44.8%,, ,71,61.8,52.2,23.4,5.6,,,,,,
21687,Platinum Industries,EBITDA Ann. margin %,18.2%,, ,20.82%,24.39%,22.25%,12.61%,7.86%,,,,,,
21688,Platinum Industries,Interest Ann.,4%,,1.8,1.8,1.7,2,1.6,0.1,,,,,,
21689,Platinum Industries,Depr.,47.7%,,2.9,2.9,1.7,1.1,0.9,0.2,,,,,,
21690,Platinum Industries,PBT Ann.,46.9%,,66.3,66.3,58.4,49.1,20.9,5.3,,,,,,
21691,Platinum Industries,Tax Ann.,48%,,17.5,17.5,15.1,12.9,5.4,1.5,,,,,,
21692,Platinum Industries,PAT Before ExtraOrdinary Items Ann.,46.3%,, ,48.8,43.3,36.2,15.6,3.8,,,,,,
21693,Platinum Industries,Minority Interest Income Ann.,-,, ,-,-,-,-,-,,,,,,
21694,Platinum Industries,Net Profit Ann.,46.3%,,48.8,48.8,43.3,36.2,15.6,3.8,,,,,,
21695,Platinum Industries,NPM Ann. %,21.3%,, ,15.03%,17.20%,15.45%,8.43%,5.40%,,,,,,
21696,Platinum Industries,EPS Adj. latest Ann.,47%,, ,8.9,7.9,6.6,2.8,0.7,,,,,,
21697,Platinum Industries,Result Notes, ,, , ,Notes, , , ,,,,,,
21698,Platinum Industries,Annual Reports, ,, , ,, , , ,,,,,,
21699,Exicom Tele-Systems,Total Rev. Ann.,28.8%,,798.7,798.7,885.4,534.1,373.7,,,,,,,
21700,Exicom Tele-Systems,Operating Rev. Ann.,30.9%,,752.4,752.4,866.3,515.8,335.5,,,,,,,
21701,Exicom Tele-Systems,Other Income Ann.,6.6%,,46.3,46.3,19.1,18.3,38.2,,,,,,,
21702,Exicom Tele-Systems,Operating Exp. Ann.,32.5%,,712.9,712.9,751.9,464.5,306.7,,,,,,,
21703,Exicom Tele-Systems,Operating Exp. Ann.,32.5%,,712.9,712.9,751.9,464.5,306.7,,,,,,,
21704,Exicom Tele-Systems,Operating Profit Ann.,11.1%,,39.5,39.5,114.4,51.3,28.8,,,,,,,
21705,Exicom Tele-Systems,OPM Ann. %,-13.8%,, ,4.95%,12.92%,9.60%,7.72%,,,,,,,
21706,Exicom Tele-Systems,Total Exp. Ann.,31.6%,, ,771.9,789,497.5,338.9,,,,,,,
21707,Exicom Tele-Systems,Other Exp. Ann.,30.6%,,96,96,78.9,49,43.1,,,,,,,
21708,Exicom Tele-Systems,Employee Exp. Ann.,21.6%,,82.1,82.1,65.5,52.7,45.7,,,,,,,
21709,Exicom Tele-Systems,Cost Of Power Purchased Ann.,-,, ,,,,,,,,,,,
21710,Exicom Tele-Systems,Cost Of Fuel Ann.,-,, ,,,,,,,,,,,
21711,Exicom Tele-Systems,EBITDA Ann.,8.6%,, ,85.8,133.5,69.5,67,,,,,,,
21712,Exicom Tele-Systems,EBITDA Ann. margin %,-15.7%,, ,10.74%,15.08%,13.02%,17.93%,,,,,,,
21713,Exicom Tele-Systems,Interest Ann.,28.7%,,37.7,37.7,19.2,17.4,17.7,,,,,,,
21714,Exicom Tele-Systems,Depr.,13.7%,,21.3,21.3,18,15.6,14.5,,,,,,,
21715,Exicom Tele-Systems,PBT Ann.,-8.2%,,26.9,26.9,96.4,36.6,34.8,,,,,,,
21716,Exicom Tele-Systems,Tax Ann.,2.4%,,5.9,5.9,30,4.1,5.5,,,,,,,
21717,Exicom Tele-Systems,PAT Before ExtraOrdinary Items Ann.,-10.7%,, ,20.9,66.4,32.5,29.3,,,,,,,
21718,Exicom Tele-Systems,Minority Interest Income Ann.,-,, ,-,-,-,-,,,,,,,
21719,Exicom Tele-Systems,Net Profit Ann.,72.1%,,20.9,20.9,66.4,7.8,4.1,,,,,,,
21720,Exicom Tele-Systems,NPM Ann. %,32.3%,, ,2.78%,7.66%,1.51%,1.20%,,,,,,,
21721,Exicom Tele-Systems,EPS Adj. latest Ann.,78.3%,, ,1.7,5.5,0.7,0.3,,,,,,,
21722,Exicom Tele-Systems,Result Notes,-,, , ,Notes, , ,,,,,,,
21723,Exicom Tele-Systems,Annual Reports, ,, , ,, , ,,,,,,,
21724,Purv Flexipack,Total Rev. Ann.,-1.1%,,,171.5,115.3,163.9,177.1,106.9,,,,,,
21725,Purv Flexipack,Operating Rev. Ann.,-1.5%,,,163.6,103.8,157,171,102.2,,,,,,
21726,Purv Flexipack,Other Income Ann.,9%,,,7.9,11.6,6.9,6.1,4.6,,,,,,
21727,Purv Flexipack,Operating Exp. Ann.,-,,,-,103.6,151.7,168.4,99.2,,,,,,
21728,Purv Flexipack,Operating Exp. Ann.,-,,,-,103.6,151.7,168.4,99.2,,,,,,
21729,Purv Flexipack,Operating Profit Ann.,-,,,-,0.2,5.4,2.6,3,,,,,,
21730,Purv Flexipack,OPM Ann. %,-,,,-,0.16%,3.26%,1.47%,2.83%,,,,,,
21731,Purv Flexipack,Total Exp. Ann.,-1%,,,167.3,110.1,157,172.5,102.7,,,,,,
21732,Purv Flexipack,Other Exp. Ann.,-13.6%,,,6,6,6.9,9.3,7,,,,,,
21733,Purv Flexipack,Employee Exp. Ann.,2.5%,,,2.8,2,2.3,2.6,2.2,,,,,,
21734,Purv Flexipack,Cost Of Power Purchased Ann.,-,,,,,,,,,,,,,
21735,Purv Flexipack,Cost Of Fuel Ann.,-,,,,,,,,,,,,,
21736,Purv Flexipack,EBITDA Ann.,-,,,-,11.8,12.2,8.7,7.7,,,,,,
21737,Purv Flexipack,EBITDA Ann. margin %,-,,,-,10.21%,7.46%,4.92%,7.17%,,,,,,
21738,Purv Flexipack,Interest Ann.,16.4%,,,6,6.3,5.1,3.8,3.2,,,,,,
21739,Purv Flexipack,Depr.,0%,,,0.3,0.3,0.2,0.3,0.2,,,,,,
21740,Purv Flexipack,PBT Ann.,-3.8%,,,4.1,4.6,6.9,4.6,4.2,,,,,,
21741,Purv Flexipack,Tax Ann.,22.4%,,,1.1,0.8,1.4,0.6,0.9,,,,,,
21742,Purv Flexipack,PAT Before ExtraOrdinary Items Ann.,-9.9%,,,3,3.8,5.5,4.1,3.3,,,,,,
21743,Purv Flexipack,Minority Interest Income Ann.,-,,,-,-,-,-,-,,,,,,
21744,Purv Flexipack,Net Profit Ann.,-9.9%,,,3,3.8,5.5,4.1,3.3,,,,,,
21745,Purv Flexipack,NPM Ann. %,-8.5%,,,1.81%,3.69%,3.51%,2.36%,3.21%,,,,,,
21746,Purv Flexipack,EPS Adj. latest Ann.,-9.7%,,,1.4,1.8,2.6,1.9,1.6,,,,,,
21747,Purv Flexipack,Annual Reports, ,,, , , , , ,,,,,,
21748,Owais Metal & Mineral,Total Rev. Ann.,,,,214.5,80.4,,,,,,,,,
21749,Owais Metal & Mineral,Operating Rev. Ann.,,,,213.4,80.1,,,,,,,,,
21750,Owais Metal & Mineral,Other Income Ann.,,,,1.1,0.4,,,,,,,,,
21751,Owais Metal & Mineral,Operating Exp. Ann.,,,,-,58.1,,,,,,,,,
21752,Owais Metal & Mineral,Operating Exp. Ann.,,,,-,58.1,,,,,,,,,
21753,Owais Metal & Mineral,Operating Profit Ann.,,,,-,21.9,,,,,,,,,
21754,Owais Metal & Mineral,OPM Ann. %,,,,-,27.27%,-,,,,,,,,
21755,Owais Metal & Mineral,Total Exp. Ann.,,,,151.2,59.8,0.1,,,,,,,,
21756,Owais Metal & Mineral,Other Exp. Ann.,,,,2.1,0.8,,,,,,,,,
21757,Owais Metal & Mineral,Employee Exp. Ann.,,,,3.5,1.3,,,,,,,,,
21758,Owais Metal & Mineral,Cost Of Power Purchased Ann.,,,,,,,,,,,,,,
21759,Owais Metal & Mineral,Cost Of Fuel Ann.,,,,,,,,,,,,,,
21760,Owais Metal & Mineral,EBITDA Ann.,,,,-,22.3,,,,,,,,,
21761,Owais Metal & Mineral,EBITDA Ann. margin %,,,,-,27.74%,-,,,,,,,,
21762,Owais Metal & Mineral,Interest Ann.,,,,1.7,1.7,0.1,,,,,,,,
