,Company,Indicator,CAGR 3 Yrs,CAGR 5 Yrs,TTM,Mar '25,Mar '24,Mar '23,Mar '22,Mar '21,Mar '20,Mar '19,Mar '18,Mar '17,Mar '16,Mar '15
180,Vishwaraj Sugar,Other Exp. Ann.,89.3%,24.2%,61.7,61.7,21.6,24.1,9.1,14.3,20.9,14.2,13.6,9.7,10.7,10.4
181,Vishwaraj Sugar,Employee Exp. Ann.,7.4%,12.6%,22.8,22.8,20.7,20.3,18.4,13.8,12.6,13,12.4,13.6,12.2,11.9
182,Vishwaraj Sugar,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
183,Vishwaraj Sugar,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
184,Vishwaraj Sugar,EBITDA Ann.,-41.2%,-13.5%, ,19.3,68.7,69.1,95,62.6,39.8,25.8,33.2,46.9,36.5,26.1
185,Vishwaraj Sugar,EBITDA Ann. margin %,-40.9%,-17.1%, ,4.18%,12.44%,11.15%,20.20%,14.67%,10.70%,8.98%,14.34%,16.45%,10.78%,9.30%
186,Vishwaraj Sugar,Interest Ann.,2%,-3.8%,34.3,34.3,30.5,27.5,32.3,35.7,41.7,36.4,20.9,24.9,17.9,16.1
187,Vishwaraj Sugar,Depr.,1.3%,2%,15.4,16.1,15.9,16,15.5,14.8,14.6,13.3,13.2,11.5,11.3,10.1
188,Vishwaraj Sugar,PBT Ann.,-,-,-30.4,-31.1,22.3,25.6,47.2,12.2,-16.5,-23.9,-0.9,10.5,7.3,-0.1
189,Vishwaraj Sugar,Tax Ann.,-,-,6,6,7.8,49,-13,3.9,-8.7,-6.3,3.4,4.4,6.4,0.5
190,Vishwaraj Sugar,PAT Before ExtraOrdinary Items Ann.,-,-, ,-37,14.5,-23.5,60.2,8.3,-7.9,-17.6,-4.3,6.1,0.9,-0.6
191,Vishwaraj Sugar,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,-
192,Vishwaraj Sugar,Net Profit Ann.,-,-,-36.3,-37,14.5,-23.5,60.2,8.3,-7.9,-17.6,-4.3,6.1,0.9,-0.6
193,Vishwaraj Sugar,NPM Ann. %,-,-, ,-8.15%,2.63%,-3.80%,12.83%,1.94%,-2.12%,-6.15%,-1.92%,2.13%,0.25%,-0.20%
194,Vishwaraj Sugar,EPS Adj. latest Ann.,-,-, ,-1.7,0.7,-1.1,2.8,0.4,-0.4,-0.8,-0.2,0.3,0,-0
195,Vishwaraj Sugar,Result Notes, , , ,Notes,Notes,Notes,Notes,Notes,Notes, , , , , 
196,Vishwaraj Sugar,Annual Reports, , , , ,,,,,, , , , , 
197,Gensol Engineering,Total Rev. Ann.,149.5%,64.8%,"1,314.6",,944.4,373.1,155.9,60.8,78,77.7,,,,
198,Gensol Engineering,Operating Rev. Ann.,146.8%,63.6%,"1,297.5",,904,365.7,153.5,60.1,75.1,77.2,,,,
199,Gensol Engineering,Other Income Ann.,286.5%,140.7%,17.1,,40.4,7.5,2.3,0.7,2.8,0.5,,,,
200,Gensol Engineering,Operating Exp. Ann.,128.9%,57.2%,979.5,,663.4,310.9,136.2,55.3,72.9,69.2,,,,
201,Gensol Engineering,Operating Exp. Ann.,128.9%,57.2%,979.5,,663.4,310.9,136.2,55.3,72.9,69.2,,,,
202,Gensol Engineering,Operating Profit Ann.,268.8%,97.6%,318,,240.7,54.8,17.3,4.8,2.3,8,,,,
203,Gensol Engineering,OPM Ann. %,47.7%,19.8%, ,,25.48%,14.69%,11.09%,7.90%,2.92%,10.33%,,,,
204,Gensol Engineering,Total Exp. Ann.,144.5%,64.1%, ,,836.4,337.2,141.5,57.2,74.8,70.3,,,,
205,Gensol Engineering,Other Exp. Ann.,87.1%,35.2%,33.9,,38,21.8,7.2,5.8,10.6,8.4,,,,
206,Gensol Engineering,Employee Exp. Ann.,40%,19.8%,48.2,,26.6,13.5,9.7,9.7,13,10.8,,,,
207,Gensol Engineering,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
208,Gensol Engineering,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
209,Gensol Engineering,EBITDA Ann.,271.1%,100.9%, ,,281.1,62.3,19.6,5.5,5.1,8.6,,,,
210,Gensol Engineering,EBITDA Ann. margin %,48.6%,22%, ,,29.76%,16.69%,12.59%,9.07%,6.55%,11.02%,,,,
211,Gensol Engineering,Interest Ann.,326.1%,163%,137.5,,100.6,15.3,4.7,1.3,1.5,0.8,,,,
212,Gensol Engineering,Depr.,394.2%,199.6%,27.7,,72.4,11,0.6,0.6,0.5,0.3,,,,
213,Gensol Engineering,PBT Ann.,210.7%,70.5%,169.9,,108,36,14.3,3.6,3.1,7.5,,,,
214,Gensol Engineering,Tax Ann.,280.3%,68.9%,29.8,,27.5,9.3,3.3,0.5,1,2,,,,
215,Gensol Engineering,PAT Before ExtraOrdinary Items Ann.,196.1%,71%, ,,80.5,26.6,11,3.1,2.2,5.5,,,,
216,Gensol Engineering,Minority Interest Income Ann.,-,-, ,,-,-,-,-,-,-,,,,
217,Gensol Engineering,Net Profit Ann.,196.1%,71%,140.2,,80.5,26.6,11,3.1,2.2,5.5,,,,
218,Gensol Engineering,NPM Ann. %,19.7%,4.7%, ,,8.90%,7.28%,7.17%,5.19%,2.87%,7.06%,,,,
219,Gensol Engineering,EPS Adj. latest Ann.,198.1%,72.2%, ,,21.2,7,2.9,0.8,0.6,1.4,,,,
220,Gensol Engineering,Result Notes, , , ,,Notes, , , , , ,,,,
221,Gensol Engineering,Annual Reports, , , ,,,,,,, ,,,,
222,Goldkart Jewels,Total Rev. Ann.,2.3%,-2.7%,,82.4,68.2,58.4,77,62.5,94.4,67.2,59,54.5,51.3,54.9
223,Goldkart Jewels,Operating Rev. Ann.,2.3%,-2.7%,,82.4,68.2,58.4,77,62.5,94.4,67.2,59,54.5,51.3,54.9
224,Goldkart Jewels,Other Income Ann.,-,-,,,,,,,,,,,,
225,Goldkart Jewels,Operating Exp. Ann.,-,-,,-,65,56.3,75.3,60.9,92.7,65.1,57.4,53.5,50.2,53.6
226,Goldkart Jewels,Operating Exp. Ann.,-,-,,-,65,56.3,75.3,60.9,92.7,65.1,57.4,53.5,50.2,53.6
227,Goldkart Jewels,Operating Profit Ann.,-,-,,-,3.2,2.1,1.7,1.6,1.6,2.1,1.6,1,1.1,1.3
228,Goldkart Jewels,OPM Ann. %,-,-,,-,4.65%,3.67%,2.16%,2.56%,1.73%,3.12%,2.72%,1.78%,2.04%,2.37%
229,Goldkart Jewels,Total Exp. Ann.,0.4%,-3.8%,,77.8,66.9,58.1,76.9,62.3,94.2,66.7,58.6,54.4,51.2,54.8
230,Goldkart Jewels,Other Exp. Ann.,-9.1%,8.4%,,0.6,0.9,0.4,0.8,0.3,0.4,0.2,0.2,0.2,0.3,0.3
231,Goldkart Jewels,Employee Exp. Ann.,44.2%,8.4%,,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2
232,Goldkart Jewels,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
233,Goldkart Jewels,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
234,Goldkart Jewels,EBITDA Ann.,-,-,,-,3.2,2.1,1.7,1.6,1.6,2.1,1.6,1,1.1,1.3
235,Goldkart Jewels,EBITDA Ann. margin %,-,-,,-,4.65%,3.67%,2.16%,2.56%,1.73%,3.12%,2.72%,1.79%,2.05%,2.37%
236,Goldkart Jewels,Interest Ann.,0%,0%,,1.5,1.8,1.8,1.5,1.4,1.5,1.5,1.2,0.8,1,1.2
237,Goldkart Jewels,Depr.,-,-,,0.1,0.1,0,0,0,0,0,0,0,0,0
238,Goldkart Jewels,PBT Ann.,258.3%,87.2%,,4.6,1.3,1.8,0.1,0.2,0.2,0.5,0.4,0.1,0,0.1
239,Goldkart Jewels,Tax Ann.,-,67%,,1.3,0.4,0.3,0,0.1,0.1,0.1,0.1,0,0,0
240,Goldkart Jewels,PAT Before ExtraOrdinary Items Ann.,220.8%,101.2%,,3.3,1,1.5,0.1,0.1,0.1,0.4,0.3,0.1,0,0.1
241,Goldkart Jewels,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,-,-,-,-,-
242,Goldkart Jewels,Net Profit Ann.,220.8%,101.2%,,3.3,1,1.5,0.1,0.1,0.1,0.4,0.3,0.1,0,0.1
243,Goldkart Jewels,NPM Ann. %,231.9%,118.9%,,4.02%,1.42%,2.58%,0.11%,0.20%,0.08%,0.57%,0.46%,0.11%,0.03%,0.09%
244,Goldkart Jewels,EPS Adj. latest Ann.,171.4%,82.1%,,2,0.6,0.9,0.1,0.1,0.1,0.2,0.2,0,0,0
245,Goldkart Jewels,Annual Reports, , ,, , , , , , , , , , , 
246,Indian Railway Catering,Total Rev. Ann.,35.9%,15.8%,"4,906","4,903.5","4,434.7","3,661.9","1,952.3",868.7,"2,353.5","1,958.9","1,540.4","1,579.6","1,505.7","1,102.9"
247,Indian Railway Catering,Operating Rev. Ann.,35.5%,15.5%,"4,677.3","4,674.8","4,270.2","3,541.5","1,879.5",783.1,"2,275.5","1,870","1,466.8","1,523.2","1,366.8","1,024.1"
248,Indian Railway Catering,Other Income Ann.,46.5%,24%,228.7,228.7,164.5,120.4,72.8,85.6,78.1,88.9,73.6,56.4,139,78.8
249,Indian Railway Catering,Operating Exp. Ann.,46.2%,14.9%,"3,127.5","3,124.9","2,804","2,265.3","1,000",592.8,"1,562.1","1,486.8","1,180.1","1,226.6","1,176.4",869.3
250,Indian Railway Catering,Operating Exp. Ann.,46.2%,14.9%,"3,127.5","3,124.9","2,804","2,265.3","1,000",592.8,"1,562.1","1,486.8","1,180.1","1,226.6","1,176.4",869.3
251,Indian Railway Catering,Operating Profit Ann.,20.8%,16.8%,"1,549.9","1,549.9","1,466.2","1,276.2",879.5,190.3,713.4,383.2,286.7,296.6,190.4,154.8
252,Indian Railway Catering,OPM Ann. %,-11.1%,0.8%, ,31.61%,33.06%,34.85%,45.05%,21.91%,30.31%,19.56%,18.61%,18.78%,12.64%,14.03%
253,Indian Railway Catering,Total Exp. Ann.,44.5%,14.7%, ,"3,194.4","2,879.8","2,335.1","1,058.8",647.2,"1,609.3","1,517.8","1,206.7","1,251.5","1,197.1",889.7
254,Indian Railway Catering,Other Exp. Ann.,186.1%,82.8%,"2,537","2,534.4",177.4,162.7,108.2,96.4,124,166.3,129.8,100.3,779,81.2
255,Indian Railway Catering,Employee Exp. Ann.,9.9%,5.3%,315.3,315.3,289.1,245.5,237.4,206.6,244,195.1,192.2,179.6,164.6,171.8
256,Indian Railway Catering,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
257,Indian Railway Catering,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
258,Indian Railway Catering,EBITDA Ann.,23.2%,17.6%, ,"1,778.6","1,630.7","1,396.7",952.3,275.9,791.5,472.2,360.3,353,329.3,233.6
259,Indian Railway Catering,EBITDA Ann. margin %,-9.4%,1.5%, ,36.27%,36.77%,38.14%,48.78%,31.76%,33.63%,24.10%,23.39%,22.35%,21.87%,21.18%
260,Indian Railway Catering,Interest Ann.,15%,18.3%,16.9,16.9,18.6,16.1,11.1,8.2,7.3,2.4,2.9,2.5,0.1,0.1
261,Indian Railway Catering,Depr.,3.2%,5.7%,52.6,52.6,57.2,53.7,47.8,46.3,39.9,28.6,23.7,22.4,20.5,20.3
262,Indian Railway Catering,PBT Ann.,25.5%,18.7%,"1,757","1,757","1,496.3","1,354",889.5,260.9,745.4,478.6,339,331.5,308.7,213.1
263,Indian Railway Catering,Tax Ann.,25.1%,15.3%,442.3,442.3,385,348.1,225.8,71,216.8,170,119.5,116.8,120,83.1
264,Indian Railway Catering,PAT Before ExtraOrdinary Items Ann.,25.6%,20%, ,"1,314.7","1,111.3","1,005.9",663.7,189.9,528.6,308.6,219.5,214.7,188.6,130
265,Indian Railway Catering,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,-
266,Indian Railway Catering,Net Profit Ann.,25.6%,20%,"1,314.7","1,314.7","1,111.3","1,005.9",663.7,189.9,528.6,308.6,219.5,214.7,188.6,130.6
267,Indian Railway Catering,NPM Ann. %,-7.3%,3.9%, ,28.12%,26.02%,28.40%,35.31%,24.25%,23.22%,16.50%,14.96%,14.09%,13.80%,12.75%
268,Indian Railway Catering,EPS Adj. latest Ann.,25.5%,20%, ,16.4,13.9,12.6,8.3,2.4,6.6,3.9,2.7,2.7,2.4,1.6
269,Indian Railway Catering,Result Notes, , , ,Notes,Notes,Notes,Notes,Notes,Notes, , , , , 
270,Indian Railway Catering,Annual Reports, , , , ,,,,,, , , , , 
271,Galactico Corporate,Total Rev. Ann.,13.9%,27.7%,6.8,6.8,3.8,4.2,4.6,4.1,2,2,1.6,0.5,,
272,Galactico Corporate,Operating Rev. Ann.,16.4%,32%,5.2,5.2,2.3,3.1,3.3,3.4,1.3,1.6,1.5,0.5,,
273,Galactico Corporate,Other Income Ann.,4.6%,21.7%,1.6,1.6,1.5,1.1,1.4,0.7,0.6,0.3,0.1,,,
274,Galactico Corporate,Operating Exp. Ann.,38.3%,32.5%,4.5,4.5,1.7,1.8,1.7,1.8,1.1,0.8,0.4,0,,
275,Galactico Corporate,Operating Exp. Ann.,38.3%,32.5%,4.5,4.5,1.7,1.8,1.7,1.8,1.1,0.8,0.4,0,,
276,Galactico Corporate,Operating Profit Ann.,-24.1%,18.5%,0.7,0.7,0.6,1.3,1.6,1.6,0.3,0.9,1.1,0.5,,
277,Galactico Corporate,OPM Ann. %,-32.4%,-6.4%, ,10.61%,15.35%,30.87%,34.40%,38.68%,14.76%,43.69%,70.11%,92.16%,-89.61%,
278,Galactico Corporate,Total Exp. Ann.,31.5%,30.9%, ,5,2.3,2.4,2.2,2.3,1.3,1,0.4,0.1,,
279,Galactico Corporate,Other Exp. Ann.,46.8%,40.3%,3.8,3.8,1.2,1.4,1.2,1.4,0.7,0.5,0.3,0,,
280,Galactico Corporate,Employee Exp. Ann.,20.5%,11.8%,0.7,0.7,0.5,0.4,0.4,0.4,0.4,0.2,0.1,,,
281,Galactico Corporate,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
282,Galactico Corporate,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
283,Galactico Corporate,EBITDA Ann.,-7.4%,20.6%, ,2.3,2.1,2.4,2.9,2.3,0.9,1.2,1.2,0.5,,
284,Galactico Corporate,EBITDA Ann. margin %,-18.9%,-6.1%, ,33.95%,55.79%,56.60%,63.72%,56.56%,46.62%,61.23%,76.88%,92.16%,10.39%,
285,Galactico Corporate,Interest Ann.,14.5%,8.4%,0.3,0.3,0.3,0.2,0.2,0.2,0.2,,,,,
286,Galactico Corporate,Depr.,0%,24.6%,0.3,0.3,0.4,0.4,0.3,0.3,0.1,0.2,0,0.1,,
287,Galactico Corporate,PBT Ann.,-9.1%,24.6%,1.8,1.8,1.5,1.8,2.4,1.8,0.6,1,1.2,0.4,,
288,Galactico Corporate,Tax Ann.,-10.6%,20.1%,0.5,0.5,0.4,0.4,0.7,0.5,0.2,0.4,0.3,0,,
289,Galactico Corporate,PAT Before ExtraOrdinary Items Ann.,-8.6%,21.1%, ,1.3,1.1,1.4,1.7,1.4,0.5,0.6,0.9,0.4,,
290,Galactico Corporate,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,
291,Galactico Corporate,Net Profit Ann.,-8.6%,21.1%,1.3,1.3,1.1,1.4,1.7,1.4,0.5,0.6,0.9,0.4,,
292,Galactico Corporate,NPM Ann. %,-21.2%,-6.6%, ,25.30%,47.32%,44.72%,51.80%,40.62%,35.64%,39.58%,59.46%,73.61%,,
293,Galactico Corporate,EPS Adj. latest Ann.,0%,-, ,0.1,0.1,0.1,0.1,0.1,0,0,0.1,0,,
294,Galactico Corporate,Result Notes, , , ,Notes,Notes,Notes, , , , , , , ,
295,Galactico Corporate,Annual Reports, , , , ,,,,,, , , , ,
296,Misquita Engineering,Total Rev. Ann.,11.3%,11.7%,,12,10.2,10,8.7,7,6.9,7.6,6.8,5.8,,
297,Misquita Engineering,Operating Rev. Ann.,12.2%,13%,,12,10.1,9.8,8.5,6.7,6.5,7.2,6.3,5.4,,
298,Misquita Engineering,Other Income Ann.,-,-,,0,0.1,0.2,0.2,0.3,0.4,0.4,0.4,0.4,,
299,Misquita Engineering,Operating Exp. Ann.,-,-,,-,10.2,9.2,7.9,6.4,5.9,6.6,6.1,5.3,,
300,Misquita Engineering,Operating Exp. Ann.,-,-,,-,10.2,9.2,7.9,6.4,5.9,6.6,6.1,5.3,,
301,Misquita Engineering,Operating Profit Ann.,-,-,,-,-0.2,0.6,0.7,0.3,0.7,0.6,0.3,0.1,,
302,Misquita Engineering,OPM Ann. %,-,-,,-,-1.61%,6.38%,7.69%,4.75%,9.45%,8.42%,3.85%,1.64%,,
303,Misquita Engineering,Total Exp. Ann.,13.4%,13.7%,,11.8,10.5,9.4,8.1,6.7,6.2,7.1,6.5,5.6,,
304,Misquita Engineering,Other Exp. Ann.,18.6%,4.6%,,0.5,0.5,0.2,0.3,0.2,0.4,0.3,0.5,0.5,,
305,Misquita Engineering,Employee Exp. Ann.,6.3%,-5.6%,,0.6,0.5,0.5,0.5,0.5,0.8,0.6,0.6,0.7,,
306,Misquita Engineering,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
307,Misquita Engineering,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
308,Misquita Engineering,EBITDA Ann.,-,-,,-,-0,0.8,0.8,0.6,1,1,0.7,0.5,,
309,Misquita Engineering,EBITDA Ann. margin %,-,-,,-,-0.41%,8.19%,9.44%,8.57%,14.99%,13.73%,10.19%,8.05%,,
310,Misquita Engineering,Interest Ann.,-,-,,0,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,,
311,Misquita Engineering,Depr.,0%,-12.9%,,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.1,,
312,Misquita Engineering,PBT Ann.,-30.7%,-22.2%,,0.2,-0.3,0.6,0.6,0.3,0.7,0.5,0.3,0.2,,
313,Misquita Engineering,Tax Ann.,-,-,,-0,,0.1,0.2,0.1,0.2,0.1,0,0.1,,
314,Misquita Engineering,PAT Before ExtraOrdinary Items Ann.,-20.6%,-16.7%,,0.2,-0.3,0.5,0.4,0.2,0.5,0.4,0.3,0.2,,
315,Misquita Engineering,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
316,Misquita Engineering,Net Profit Ann.,-20.6%,-16.7%,,0.2,-0.3,0.5,0.4,0.2,0.5,0.4,0.3,0.2,,
317,Misquita Engineering,NPM Ann. %,-30.8%,-25.8%,,1.65%,-2.86%,4.64%,4.97%,3.41%,7.36%,5.42%,4.48%,2.74%,,
318,Misquita Engineering,EPS Adj. latest Ann.,-23.7%,-16.7%,,0.4,-0.6,1,0.9,0.5,1,0.8,0.6,0.3,,
319,Misquita Engineering,Annual Reports, , ,, , , , , ,, , , ,,
320,Shiv Aum Steels,Total Rev. Ann.,10.8%,9.9%,,554.7,549.5,497.2,407.5,267.7,346.5,377.3,277.9,249,,
321,Shiv Aum Steels,Operating Rev. Ann.,10.5%,10.1%,,548.2,547.5,495.9,406.8,267,339.2,371.7,272.5,242.3,,
322,Shiv Aum Steels,Other Income Ann.,110.2%,-2.3%,,6.5,2,1.3,0.7,0.8,7.3,5.6,5.4,6.7,,
323,Shiv Aum Steels,Operating Exp. Ann.,-,-,,-,528.5,472.2,386.2,260,333.8,361.2,264.4,240.2,,
324,Shiv Aum Steels,Operating Exp. Ann.,-,-,,-,528.5,472.2,386.2,260,333.8,361.2,264.4,240.2,,
325,Shiv Aum Steels,Operating Profit Ann.,-,-,,-,19.1,23.7,20.6,7,5.4,10.5,8.1,2.1,,
326,Shiv Aum Steels,OPM Ann. %,-,-,,-,3.47%,4.77%,5.05%,2.61%,1.55%,2.78%,2.93%,0.84%,,
327,Shiv Aum Steels,Total Exp. Ann.,11.5%,9.8%,,541.9,535.9,477.9,391,264.7,340.1,368.5,269.8,245,,
328,Shiv Aum Steels,Other Exp. Ann.,-18.8%,-1.9%,,6.1,6.5,8.7,11.4,9.1,6.7,12.6,12,13.6,,
329,Shiv Aum Steels,Employee Exp. Ann.,9.1%,4.8%,,4.8,4.5,4.4,3.7,3.3,3.8,3.6,3.7,2.1,,
330,Shiv Aum Steels,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
331,Shiv Aum Steels,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
332,Shiv Aum Steels,EBITDA Ann.,-,-,,-,21,25,21.3,7.8,12.7,16.1,13.5,8.8,,
333,Shiv Aum Steels,EBITDA Ann. margin %,-,-,,-,3.83%,5.04%,5.23%,2.89%,3.66%,4.26%,4.86%,3.54%,,
334,Shiv Aum Steels,Interest Ann.,22.9%,6.1%,,7.8,6.9,5.1,4.2,4.3,5.8,6.6,4.7,4.1,,
335,Shiv Aum Steels,Depr.,0%,3.7%,,0.6,0.5,0.6,0.6,0.4,0.5,0.6,0.7,0.8,,
336,Shiv Aum Steels,PBT Ann.,-8.1%,14.9%,,12.8,13.7,19.4,16.5,3,6.4,8.8,8.1,4,,
337,Shiv Aum Steels,Tax Ann.,-8.1%,19%,,3.1,3.5,5,4,0.9,1.3,3.1,2.6,1.1,,
338,Shiv Aum Steels,PAT Before ExtraOrdinary Items Ann.,-8.1%,13.7%,,9.7,10.2,14.3,12.5,2.2,5.1,5.7,5.5,2.9,,
339,Shiv Aum Steels,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
340,Shiv Aum Steels,Net Profit Ann.,-8.1%,13.7%,,9.7,10.2,14.3,12.5,2.2,5.1,5.7,5.5,2.9,,
341,Shiv Aum Steels,NPM Ann. %,-16.9%,3.4%,,1.76%,1.85%,2.88%,3.07%,0.81%,1.49%,1.53%,2.00%,1.20%,,
342,Shiv Aum Steels,EPS Adj. latest Ann.,-8.3%,13.9%,,7.1,7.5,10.5,9.2,1.6,3.7,4.2,4,2.2,,
343,Shiv Aum Steels,Annual Reports, , ,, , , , , , , , , ,,
344,Novateor Research,Total Rev. Ann.,40.1%,36.4%,,3.3,1.7,1.8,1.2,0.6,0.7,0.5,0.1,0.2,,
345,Novateor Research,Operating Rev. Ann.,58.7%,47.6%,,2.8,1.2,1.3,0.7,0.2,0.4,0.4,0.1,0.1,,
346,Novateor Research,Other Income Ann.,0%,10.8%,,0.5,0.5,0.5,0.5,0.4,0.3,0.1,0,0,,
347,Novateor Research,Operating Exp. Ann.,-,-,,-,1.5,1.6,0.9,0.5,0.5,0.1,0,0.1,,
348,Novateor Research,Operating Exp. Ann.,-,-,,-,1.5,1.6,0.9,0.5,0.5,0.1,0,0.1,,
349,Novateor Research,Operating Profit Ann.,-,-,,-,-0.3,-0.3,-0.2,-0.3,-0.1,0.3,0.1,0.1,,
350,Novateor Research,OPM Ann. %,-,-,,-,-19.47%,-19.28%,-15.13%,-52.17%,-20.76%,55.94%,45.45%,35.29%,,
351,Novateor Research,Total Exp. Ann.,45.8%,38.9%,,3.1,1.7,1.7,1,0.6,0.6,0.2,0.1,0.2,,
352,Novateor Research,Other Exp. Ann.,35.7%,38%,,0.5,0.3,0.3,0.2,0.1,0.1,0.1,0,0,,
353,Novateor Research,Employee Exp. Ann.,44.2%,24.6%,,0.6,0.3,0.4,0.2,0.2,0.2,0,,0,,
354,Novateor Research,Cost Of Power Purchased Ann.,-,-,,,,,,,,,,,,
355,Novateor Research,Cost Of Fuel Ann.,-,-,,,,,,,,,,,,
356,Novateor Research,EBITDA Ann.,-,-,,-,0.2,0.2,0.3,0.1,0.1,0.4,0.1,0.1,,
357,Novateor Research,EBITDA Ann. margin %,-,-,,-,9.22%,8.71%,24.36%,18.11%,19.71%,76.64%,68.31%,50.43%,,
358,Novateor Research,Interest Ann.,-,-,,0.1,0,0,,,0,,0,0,,
359,Novateor Research,Depr.,26%,14.9%,,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,,
360,Novateor Research,PBT Ann.,-,-,,0.1,0.1,0,-0.3,0,0,0.3,,,,
361,Novateor Research,Tax Ann.,-,-,,0,0,,-0,,0,0.1,,0,,
362,Novateor Research,PAT Before ExtraOrdinary Items Ann.,-,-,,0.1,0,0,-0.2,0,-0,0.2,,,,
363,Novateor Research,Minority Interest Income Ann.,-,-,,-,-,-,-,-,-,-,-,-,,
364,Novateor Research,Net Profit Ann.,-,-,,0.1,0,0,-0.2,0,-0,0.2,,,,
365,Novateor Research,NPM Ann. %,-,-,,2.94%,2.42%,2.90%,-30.78%,6.28%,-1.99%,53.59%,1.02%,-2.18%,,
366,Novateor Research,EPS Adj. latest Ann.,-,-,,0.2,0.1,0.1,-0.5,0,-0,0.5,,-0,,
367,Novateor Research,Annual Reports, , ,, , , , , ,, , , ,,
368,Transpact Enterprises,Total Rev. Ann.,-20.6%,-, ,0.1,,0.4,0.2,0.1,0,0.1,,,,
369,Transpact Enterprises,Operating Rev. Ann.,-20.6%,-, ,0.1,,0.4,0.2,0,,0.1,,,,
370,Transpact Enterprises,Other Income Ann.,-,-, ,,,,0,0,0,,,,,
371,Transpact Enterprises,Operating Exp. Ann.,-,-, ,-,0.1,0.4,0.4,0.1,0.4,0.2,0.1,0.1,0.1,
372,Transpact Enterprises,Operating Exp. Ann.,-,-, ,-,0.1,0.4,0.4,0.1,0.4,0.2,0.1,0.1,0.1,
373,Transpact Enterprises,Operating Profit Ann.,-,-, ,-,-0.1,-0,-0.2,-0.1,-0.4,-0,-0.1,-0.1,-0.1,
374,Transpact Enterprises,OPM Ann. %,-,-, ,-,-,-7.84%,-118.40%,-93.91%,"-1,673.99%",-28.00%,-,-,-,
375,Transpact Enterprises,Total Exp. Ann.,-37%,-27.5%, ,0.1,0.1,0.5,0.4,0.1,0.5,0.2,0.1,0.1,0.1,
376,Transpact Enterprises,Other Exp. Ann.,-,-, ,0,0,0.1,0.1,0.1,0.4,0.1,0.1,0,0.1,
377,Transpact Enterprises,Employee Exp. Ann.,-,-, ,0,0,0.1,0,0,0,0,0,0,,
378,Transpact Enterprises,Cost Of Power Purchased Ann.,-,-, ,,,,,,,,,,,
379,Transpact Enterprises,Cost Of Fuel Ann.,-,-, ,,,,,,,,,,,
380,Transpact Enterprises,EBITDA Ann.,-,-, ,-,-0.1,-0,-0.2,-0,-0.4,-0,-0.1,-0.1,-0.1,
381,Transpact Enterprises,EBITDA Ann. margin %,-,-, ,-,-,-7.84%,-103.87%,-41.93%,"-1,573.99%",-28.00%,-,-,-,
382,Transpact Enterprises,Interest Ann.,-,-, ,,,,,,,,,,,
383,Transpact Enterprises,Depr.,-,-, ,0,0,0,0,0,0,0,,,,
384,Transpact Enterprises,PBT Ann.,-,-, ,,-0.1,-0.1,-0.2,-0.1,-0.4,-0.1,-0.1,-0.1,-0.1,
385,Transpact Enterprises,Tax Ann.,-,-, ,,,,,0,0,0,,,,
386,Transpact Enterprises,PAT Before ExtraOrdinary Items Ann.,-,-, ,0,-0.1,-0.1,-0.2,-0.1,-0.4,-0.1,-0.1,-0.1,-0.1,
387,Transpact Enterprises,Minority Interest Income Ann.,-,-, ,-,-,-,-,-,-,-,-,-,-,
388,Transpact Enterprises,Net Profit Ann.,-,-, ,0,-0.1,-0.1,-0.2,-0.1,-0.4,-0.1,-0.1,-0.1,-0.1,
389,Transpact Enterprises,NPM Ann. %,-,-, ,10.90%,,-17.22%,-147.26%,-256.69%,,-54.61%,,,,
390,Transpact Enterprises,EPS Adj. latest Ann.,-,-, ,0.2,-2.4,-1.7,-5.7,-1.7,-11.2,-1.8,-2.4,-1.2,-1.8,
391,Transpact Enterprises,Result Notes, , , , , ,Notes, , , , , , , ,
